,Is this the Georgian or English version?,What is the district name?,Descriptive Paragraph 1,Descriptive Paragraph 2,Population Data 1,Population Data 2,Population Data 3,Population Data 4,Size of Territory,Footer,Descriptive Paragraph 3,Is this a Tbilisi district?,Does this district have villages that are currently occupied?,,"If this district has occupied villages, please list them."
8/21/2013 15:46:08,Georgian,ხულო ,"ხულოს მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს აჭარის ავტონომიურ რესპუბლიკაში. ხულოს მუნიციპალიტეტი ესაზღვრება თურქეთს სამხრეთით, შუახევის მუნიციპალიტეტს დასავლეთით, ოზურგეთის მუნიციპალიტეტს ჩრდილოეთ-დასავლეთით, ჩოხატაურის მუნიციპალიტეტს ჩრდილოეთით და ადიგენის მუნიციპალიტეტს აღმოსავლეთით. ","ხულოს მუნიციპალიტეტი დაყოფილია 13 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 დაბა - ხულო და 12 თემი - აგარა, დეკანაშვილები, ვაშლოვანი, თხილვანი, რიყეთი, საციხური, სხალთა, ფუშრუკაული, ღორჯომი, ხიხაძირი, დიოკნისი, საციხური. ","მოსახლეობა (სულ) -  33,430","მოსახლეობა სქესის მიხედვით: ქალი - 16,950; კაცი -  15,871","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 1,125; სოფელი -  31,695","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  33,377; სომეხი - 5; რუსი - 12; აზერბაიჯანელი - 3; ოსი - 4; აფხაზი - 23; ბერძენი - 2; უკრაინელი -  2",ტერიტორია - 710 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/21/2013 15:51:16,Georgian,ლანჩხუთი,"ლანჩხუთის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს გურიის რეგიონში. ლანჩხუთის მუნიციპალიტეტი ესაზღვრება: ფოთსა და შავ ზღვას დასავლეთით, ოზურგეთს სამხრეთით, ჩოხატაურს სამხრეთ-აღმოსავლეთით, სამტრედიის მუნიციპალიტეტს აღმოსავლეთით; ხობის მუნიციპალიტეტს, სენაკის მუნიციპალიტეტსა და აბაშის მუნიციპალიტეტს ჩრდილოეთით. ","ლანჩხუთის მუნიციპალიტეტი დაყოფილია 16 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - ლანჩხუთი და 15 თემი - აკეთი, აცანა, გვიმბალაური, ლესა, მამათი, მაჩხვარეთი, ნიგვზიანი, ნიგოითი, ნინოშვილი, სუფსა, ღრმაღელე, შუხუთი, ჩიბათი, ჩოჩხათი, ჯურუყვეთი. ","მოსახლეობა (სულ) -  40,507","მოსახლეობა სქესის მიხედვით: ქალი - 21,416; კაცი -  18,931","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 7,901; სოფელი -  32,446","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  39,868; სომეხი - 160; რუსი - 345; აზერბაიჯანელი - 33; ოსი - 33; აფხაზი - 7; ბერძენი - 18; უკრაინელი -  28",ტერიტორია - 533 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/21/2013 15:58:07,Georgian,ოზურგეთი,"ოზურგეთის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს გურიის რეგიონში. ოზურგეთის მუნიციპალიტეტი ესაზღვრება: შავ ზღვას დასავლეთით, ქობულეთის მუნიციპალიტეტსა და შუახევის მუნიციპალიტეტს სამხრეთით, ჩოხატაურის მუნიციპალიტეტს აღმოსავლეთით/ჩრდილოეთ-აღმოსავლეთიტ, ლანჩხუთის მუნიციპალიტეტს ჩრდილოეთით. ","ოზურგეთის მუნიციპალიტეტი დაყოფილია 29 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - ოზურგეთი, 4 დაბა - ლაითური, ნარუჯა, ურეკი, ნასაკირალი, 20 თემი - ასკანა, ბაილეთი, ბახვი, ბოხვაური, გურჯანთა, დვაბზუ, ვაკიჯვარი, ლიხაური, მაკვანეთი, მერია, მთისპირი, ნაგომარი, ნატანები, შემოქმედი, ცრემლისხიდი, ძიმითი, ჭანიეთი, ჯუმათი, შრომა, კონჭკათი და 4 სოფელი - თხინვალი, მელექედური, ოზურგეთი, სილაური. ","მოსახლეობა (სულ) -  78,760","მოსახლეობა სქესის მიხედვით: ქალი - 41,942; კაცი -  36,719","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 27,736; სოფელი -  50,925","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  75,142; სომეხი - 1,944; რუსი - 1,133; იეზიდი - 23; აზერბაიჯანელი - 55; ოსი - 103; აფხაზი - 59; ბერძენი - 29; უკრაინელი -  159; ქისტი -  2",ტერიტორია - 675 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/21/2013 16:48:02,Georgian,ჩოხატაური,"ჩოხატაურის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს გურიის რეგიონში. ","ჩოხატაურის მუნიციპალიტეტი დაყოფილია 23 ადმინისტრაციულ-ტერიტორიულ ერთეულად:  1 დაბა - ჩოხატაური, 16 თემი - ბუკისციხე, ამაღლება, დაბლაციხე, დიდვანი, ერკეთი, ვანზომლეთი, ზემოსურები, ზემოხეთი, კოზნარი, ნაბეღლავი, საჭამიასერი, ფარცხმა, ქვენობანი, ჩაისუბანი, ხევი, ხიდისთავი და 6 სოფელი - გოგოლესუბანი, გორაბერეჟოული, გუთური, ზოტი, შუასურები, შუაგანხლება","მოსახლეობა (სულ) -  24,090","მოსახლეობა სქესის მიხედვით: ქალი - 12,732; კაცი -  11,386","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 2,090; სოფელი -  22,028","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  23,932; სომეხი - 30; რუსი - 80; აზერბაიჯანელი - 3; ოსი - 16; აფხაზი - 12; ბერძენი - 2; უკრაინელი -  7",ტერიტორია - 825 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/21/2013 16:54:51,Georgian,ქუთაისი,"ქუთაისი არის თვითმმართველი ერთეული, რომელიც მდებარეობს იმერეთის რეგიონში. ","ქუთაისი დაყოფილია 12 ადმინისტრაციულ-ტერიტორიულ ერთეულად: უბნები - ავტოქარხანა, სულხან-საბა, გამარჯვება, გუმათი, კახიანოური, მუხნარი, ნიკეა, ქალაქ-მუზეუმი, საფიჩხია, უქიმერიონი, ვაკისუბანი, ძელქვიანი. ","მოსახლეობა (სულ) -  185,965","მოსახლეობა სქესის მიხედვით: ქალი - 97,823; კაცი -  82,999","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 185,965; სოფელი -  არ მიესადაგება","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  181,465; სომეხი - 613; რუსი - 2,223; იეზიდი - 52; აზერბაიჯანელი - 132; ოსი - 245; აფხაზი - 92; ბერძენი - 127; უკრაინელი -  293 ",ტერიტორია - 68 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,"2011 წლის 1 ივლისის საკონსტიტუციო ცვლილებების თანახმად, პარლამენტი გადატანილ იქნა თბილისიდან ქუთაისში 2012 წლის საპარლამენტო არჩევნების შემდეგ. ",,,,
8/22/2013 10:43:12,Georgian,ტყიბული,"ტყიბულის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს იმერეთის რეგიონში. ","ტყიბულის მუნიციპალიტეტი დაყოფილია 10 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - ტყიბული, 7 თემი - გურნა, კურსები, ორპირი, საწირე, სოჩხეთი, ხრესილი, ჯვარისა, და 2 სოფელი - მუხურა, ცუცხვათი.","მოსახლეობა (სულ) -  31,132","მოსახლეობა სქესის მიხედვით: ქალი - 16,210; კაცი -  14,474","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 14,254; სოფელი -  16,430","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  30,656; სომეხი - 41; რუსი - 282; აზერბაიჯანელი - 6; ოსი - 35; აფხაზი - 29; ბერძენი- 10; უკრაინელი -  40",ტერიტორია - 479 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/22/2013 10:44:21,Georgian,წყალტუბო,"წყალტუბოს მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს კახეთის რეგიონში. ","წყალტუბოს მუნიციპალიტეტი დაყოფილია 17 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - წყალტუბო, 12 თემი - დღნორისა, გვიშტიბი, გუმბრა, მაღლაკი, მექვენა, მუხიანი, ოფურჩხეთი, პატრიკეთი, რიონი, ქვითირი, სოფ. წყალტუბო, ცხუნკური და 4 სოფელი - გეგუთი, ოფშკვითი, საყულია, ფარცხანაყანები. ","მოსახლეობა (სულ) -  73,889","მოსახლეობა სქესის მიხედვით: ქალი - 38,452; კაცი -  34,852","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 16,532; სოფელი -  56,772","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  72,885; სომეხი - 130; რუსი - 576; იეზიდი - 2; აზერბაიჯანელი - 55; ოსი - 58; აფხაზი - 48; ბერძენი - 16; უკრაინელი -  73",ტერიტორია - 632 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/22/2013 10:46:48,Georgian,ჭიათურა,"ჭიათურის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს იმერეთის რეგიონში. ","მუნიციპალიტეტი დაყოფილია 16 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - ჭიათურა, 13 თემი - გეზრული, ვაჭევი, ზოდი, ითხვისი, კაცხი, მანდაეთი, ნიგოზეთი, პერევისი, სარქველთუბანი, სვერი, ქვაციხე, წირქვალი, ხვაშითი და 2 სოფელი - რგანი და ხრეითი. ","მოსახლეობა (სულ) -  56,341","მოსახლეობა სქესის მიხედვით: ქალი - 28,109; კაცი -  25,889","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 13,788; სოფელი -  40,210","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  55,802; სომეხი - 217; რუსი - 190; აზერბაიჯანელი - 10; ოსი - 22; აფხაზი - 17; ბერძენი - 40; უკრაინელი -  20",ტერიტორია - 542 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/22/2013 11:34:18,Georgian,ბაღდათი,"ბაღდათის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს იმერეთის რეგიონში. ","ბარდათის მუნიციპალიტეტი დაყოფილია 13 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - ბაღდათი, 6 თემი - დიმი, ზეგანი, ნერგეეთი, როკითი, ფერსათი, ხანი, და 6 სოფელი - ვარციხე, მეორე ობჩა, პირველი ობჩა, როხი, საკრაულა, წითელხევი. ","მოსახლეობა (სულ) -  29,235","მოსახლეობა სქესის მიხედვით: ქალი - 15,496; კაცი -  13,950","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 4,758; სოფელი -  24,688","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  29,073; სომეხი - 22; რუსი - 91; აზერბაიჯანელი - 5; ოსი - 10; აფხაზი - 7; ბერძენი - 1; უკრაინელი -  7",ტერიტორია - 815 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/22/2013 11:36:11,Georgian,ვანი,"ვანის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს იმერეთის რეგიონში. ","ვანის მუნიციპალიტეტი დაყოფილია 21 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - ვანი, 17  თემი - ამაღლება, ბზვანი, გადიდი, გორა, დიხაშხო, ზედავანი, ზეინდარი, მთისძირი, მუქედი, სალომინაო, სალხინო, საპრასია, ტობანიერი, უხუთი, ფერეთა, ყუმური, შუამთა და 3 სოფელი - სულორი, ციხესულორი, ძულუხი. ","მოსახლეობა (სულ) -  34,464","მოსახლეობა სქესის მიხედვით: ქალი - 17,921; კაცი -  16,220","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 4,671; სოფელი -  29,470","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  34,279; სომეხი - 8; რუსი - 96; აზერბაიჯანელი - 18; ოსი - 13; აფხაზი - 24; ბერძენი - 9; უკრაინელი -  9",ტერიტორია - 557 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/22/2013 11:49:09,Georgian,ზესტაფონი,"ზესტაფონის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს იმერეთის რეგიონში. ","ზესტაფონის მუნიციპალიტეტი დაყოფილია 20 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - ზესტაფონი, 1 დაბა - შორაპანი, 14 თემი - ბოსლევი, დილიკაური, ილემი, კვალითი, კლდეთი, მეორე სვირი, როდინოული, სანახშირე, ქვედა საზანო, ქვედა საკარა, შროშა, ზედა საქარა, ცხრაწყარო, ძირულა და 4 სოფელი -  ზოვრეთი, პირველი სვირი, ფუთი, შორაპანი. ","მოსახლეობა (სულ) -  76,208","მოსახლეობა სქესის მიხედვით: ქალი - 39,114; კაცი -  35,963","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 25,106; სოფელი -  49,971","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  75,412; სომეხი - 141; რუსი - 370; აზერბაიჯანელი - 7; ოსი - 56; აფხაზი -  53; ბერძენი - 6; უკრაინელი - 72",ტერიტორია - 423 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/22/2013 11:50:58,Georgian,თერჯოლა,"თერჯოლის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს იმერეთის რეგიონში. ","თერჯოლის მუნიციპალიტეტი დაყოფილია 18 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - თერჯოლა, 12თემი - ალისუბანი, ზედა საზანო, ახალთერჯოლა, ბარდუბანი, გოდოგანი, ეწერი, თუზი, კვახჩირი, ნახშირღელე, რუფოთი,  სიქთარვა, ჩხარი. და 5 სოფელი - გოგნი, ზედა სიმონეთი, ქვედა სიმონეთი, ღვანკითი, ჭოგნარი.  ","მოსახლეობა (სულ) -  45,496","მოსახლეობა სქესის მიხედვით: ქალი - 23,660; კაცი -  21,825","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 5,533; სოფელი -  39,952","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  45,220; სომეხი - 38; რუსი - 150; აზერბაიჯანელი - 4; ოსი - 13; აფხაზი - 29; ბერძენი - 1; უკრაინელი -  15",ტერიტორია - 357 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/22/2013 11:53:51,Georgian,სამტრედია,"სამტრედიის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს იმერეთის რეგიონში. ","სამტრედიის მუნიციპალიტეტი დაყოფილია 15 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - სამტრედია. 9 თემი - გამოჩინებული, გომი, ეწერი, მელაური, ნაბაკევი, ოფეთი, საჯავახო, ტოლები, ღარინი და 5 სოფელი - გორმაღალი, იანეთი, კულაში, ბაში,  და დიდი ჯიხაიში. ","მოსახლეობა (სულ) -  60,456","მოსახლეობა სქესის მიხედვით: ქალი - 32,339; კაცი -  28,090","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 31,746; სოფელი -  28,683","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  58,883; სომეხი - 615; რუსი - 635; აზერბაიჯანელი - 24; ოსი - 39; აფხაზი - 33; ბერძენი - 22; უკრაინელი -  80 ",ტერიტორია - 364 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/22/2013 11:56:33,Georgian,საჩხერე,"საჩხერის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს  იმერეთის რეგიონში. საჩხერის მუნიციპალიტეტი ესაზღვრება ონის  მუნიციპალიტეტს ჩრდილოეთით, ამბროლაურის მუნიციპალიტეტს ჩრდილოეთ-დასავლეთით, ჭიათურის მუნიციპალიტეტს დასავლეთით, ხარაგაულის მუნიციპალიტეტს სამხრეთ-დასავლეთით, ხაშურის მუნიციპალიტეტს სამხრეთ-აღმოსავლეთით, ქარელის მუნიციპალიტეტს აღმოსავლეთით და ჯავის მუნიციპალიტეტს ჩრდილოეთ-ამოსავლეთით (ამჟამად, ქარელის მუნიციპალიტეტი ნაწილობრივად, ხოლო ჯავის მუნიციპალიტეტი მთლიანად ოკუპირებულია).","საჩხერის მუნიციპალიტეტი დაყოფილია 13 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - საჩხერე, 11 თემი - არგვეთი, გორისი, კორბოული, მერჯევი, საირხე, სარეკი, ჩიხი, ცხომარეთი, ჭალა, ჭალოვანი, ჯალაურთა და 1 სოფელი - ქორეთი. ","მოსახლეობა (სულ) -  46,846","მოსახლეობა სქესის მიხედვით: ქალი - 23,462; კაცი -  22,799","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 6,665; სოფელი -  39,596","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  46,591; სომეხი - 20; რუსი - 84; იეზიდი - 1; აზერბაიჯანელი - ; ოსი - 117; აფხაზი - 11; ბერძენი - 5; უკრაინელი -  8",ტერიტორია - 973 კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/22/2013 11:58:36,Georgian,ხარაგაული,"ხარაგაულის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს იმერეთის რეგიონში. ","ხარაგაულის მუნიციპალიტეტი დაყოფილია 18 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 დაბა - ხარაგაული, 14 თემი - ბაზალეთი, ბორითი, ვახანი, ზვარე, კიცხი, ლაშე, ლეღვანი, მოლითი, ნადაბური, ფარცხნალი, წყალაფორეთი, წიფა, ხუნევი, ხევი და 3 სოფელი - ვარძია, ღორეშა და ხიდარი. ","მოსახლეობა (სულ) -  27,885","მოსახლეობა სქესის მიხედვით: ქალი - 14,530; კაცი -  13,411","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 2,435; სოფელი -  25,506","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  27,728; სომეხი - 20; რუსი - 85; აზერბაიჯანელი - 8; ოსი - 22; აფხაზი - 7; ბერძენი - 2; უკრაინელი -  5",ტერიტორია - 914კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/22/2013 12:03:41,Georgian,ხონი,"ხონის მუნიციპალიტეტი არის თვითმმართველი ერთეული, რომელიც მდებარეობს იმერეთის რეგიონში. ","ხონის მუნიციპალიტეტი დაყოფილია 12 ადმინისტრაციულ-ტერიტორიულ ერთეულად: 1 ქალაქი - ხონი, 9 თემი - გუბი, დედალაური, კუხი, გორდი, ზედა კინჩხა, მათხოჯი, ნახახულევი, ქუტირი, ძეძილეთი და 2 სოფელი - გოჩა ჯიხაიში და ივანდიდი. ","მოსახლეობა (სულ) -  31,749","მოსახლეობა სქესის მიხედვით: ქალი - 16,815; კაცი -  14,942","მოსახლეობა დასახლების ტიპის მიხედვით: ქალაქი - 11,222; სოფელი -  20,535","მოსახლეობა ეროვნების მიხედვით:  ქართველი -  31,496; სომეხი - 25; რუსი- 142; იეზიდი - 1; აზერბაიჯანელი - 5; ოსი - 9; აფხაზი - 38; ბერძენი - 3; უკრაინელი -  14",ტერიტორია - 429კმ2,*რაოდენობრივი მონაცემები მითითებულია 2002 წლის საქართველოს მოსახლეობის საყოველთაო აღწერის მიხედვით. ინფორმაცია ოლქების ადმინისტრაციულ-ტერიტორიული დაყოფის შესახებ მოწოდებულია რეგიონალური განვითარებისა და ინფრასტრუქტურის სამინისტროს მიერ 2013 წლის 17 ივლისს. ,,,,,
8/23/2013 18:07:28,English,Didube,Tbilisi is the capital of Georgia. ,"Tbilisi is divided into 6 administrative-territorial units: areas - Old Tbilisi, Vake-Saburtalo, Isani-Samgori, Didube-Chugureti, Gldani-Nadzaladevi and Didgori. ","Population of Tbilisi (total) - 1,081,679 ","Population of Tbilisi according to gender: female - 594,385; male - 489,702","Population of Tbilisi according to residence: urban - 1,083,940; rural- 147","Population of Tbilisi according to ethnicity: Georgian - 910,712; Armenian - 82,586; Russian - 32,580; Yezidi - 17,116; Azeri - 10,942; Ossetian - 10,268; Abkhaz - 471; Greek - 3,792; Ukrainian - 3,328; Kist - 73",Size of the Tbilisi territory - 244 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",Tbilisi is also divided into 10 electoral districts; Didube is one of the districts.,Yes,,,
8/23/2013 18:05:16,English,Chugureti,Tbilisi is the capital of Georgia. ,"Tbilisi is divided into 6 administrative-territorial units: areas - Old Tbilisi, Vake-Saburtalo, Isani-Samgori, Didube-Chugureti, Gldani-Nadzaladevi and Didgori. ","Population of Tbilisi (total) - 1,081,679 ","Population of Tbilisi according to gender: female - 594,385; male - 489,702","Population of Tbilisi according to residence: urban - 1,083,940; rural- 147","Population of Tbilisi according to ethnicity: Georgian - 910,712; Armenian - 82,586; Russian - 32,580; Yezidi - 17,116; Azeri - 10,942; Ossetian - 10,268; Abkhaz - 471; Greek - 3,792; Ukrainian - 3,328; Kist - 73",Size of the Tbilisi territory - 244 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",Tbilisi is also divided into 10 electoral districts; Chugureti is one of the districts.,Yes,,,
8/23/2013 18:26:46,English,Gldani,Tbilisi is the capital of Georgia. ,"Tbilisi is divided into 6 administrative-territorial units: areas - Old Tbilisi, Vake-Saburtalo, Isani-Samgori, Didube-Chugureti, Gldani-Nadzaladevi and Didgori. ","Population of Tbilisi (total) - 1,081,679 ","Population of Tbilisi according to gender: female - 594,385; male - 489,702","Population of Tbilisi according to residence: urban - 1,083,940; rural- 147","Population of Tbilisi according to ethnicity: Georgian - 910,712; Armenian - 82,586; Russian - 32,580; Yezidi - 17,116; Azeri - 10,942; Ossetian - 10,268; Abkhaz - 471; Greek - 3,792; Ukrainian - 3,328; Kist - 73",Size of the Tbilisi territory - 244 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",Tbilisi is also divided into 10 electoral districts; Gldani is one of the districts.,Yes,,,
