shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Tamaz Bibiluri,Giorgi Liluashvili,Sergo Javakhidze,Koba Davitashvili,Davit Bakradze,Akaki Asatiani,Nino Chanishvili,Teimuraz Bobokhidze,Shalva Natelashvili,Giorgi Targamadze,Levan Chachua,Nestan Kirtadze,Giorgi Chikhladze,Nino Burjanadze,Zurab Kharatishvili,Mikheil Saluashvili,Kartlos Gharibashvili,Mamuka Chokhonelidze,Avtandil Margiani,Nugzar Avaliani,Mamuka Melikishvili,Teimuraz Mzhavia,Giorgi Margvelashvili
Precinct,18,58-18,270,59.3407,\N,\N,\N,\N,5.2632,\N,\N,\N,0,\N,\N,\N,3,0.7167,0.2,0.2944,\N,\N,\N,\N,\N,\N,0,0,77.4074,0.7407,2.2222,0,0.3704,0,0,0,0,0,0,1.1111,0,0,0,0,1.1111,0,0,0,18.1481
Precinct,19,58-19,504,63.3962,\N,\N,\N,\N,2.5145,\N,\N,\N,0,\N,\N,\N,14,0.7917,0.8733,0.3611,\N,\N,\N,\N,\N,\N,0,0,58.9286,0,3.5714,0,0,0,1.7857,0,0,0,0,2.7778,0,0,0,0,2.7778,0,0,0,32.9365
Precinct,20,58-20,605,67.447,\N,\N,\N,\N,1.626,\N,\N,\N,0,\N,\N,\N,12,1.375,0.7,0.4167,\N,\N,\N,\N,\N,\N,0.1653,0,57.8512,0.6612,3.9669,0.1653,0.1653,0,0.1653,0,0.1653,0,0.1653,1.3223,0.1653,0.1653,0,0.1653,1.3223,0.1653,0,0.1653,35.0413
Precinct,21,58-21,740,56.1457,\N,\N,\N,\N,4.8843,\N,\N,\N,0,\N,\N,\N,11,1.3875,1.23,0.4222,\N,\N,\N,\N,\N,\N,0.1351,0.1351,42.973,0.8108,3.9189,0,0,0.1351,0.1351,0,0,0,0,1.4865,0.1351,0,0,0,1.4865,0,0,0,50.1351
Precinct,22,58-22,652,66.3951,\N,\N,\N,\N,3.2641,\N,\N,\N,0,\N,\N,\N,15,1.2292,0.97,0.4889,\N,\N,\N,\N,\N,\N,0,0.1534,55.3681,0.3067,3.0675,0,0,0,0.9202,0.1534,0,0,0,2.3006,0.1534,0,0,0,2.3006,0,0,0,37.5767
Precinct,23,58-23,148,72.1951,\N,\N,\N,\N,4.5161,\N,\N,\N,0,\N,\N,\N,1,0.2833,0.2133,0.1278,\N,\N,\N,\N,\N,\N,0,0,56.7568,0,5.4054,0,0,0,1.3514,0,0,0,0,0.6757,0,0,0,0,0.6757,0,0,0,35.8108
Precinct,24,58-24,162,66.3934,\N,\N,\N,\N,4.142,\N,\N,\N,0,\N,\N,\N,1,0.5167,0.1433,0.0111,\N,\N,\N,\N,\N,\N,0,0.6173,66.6667,1.2346,0.6173,0,0,0,3.7037,0.6173,0,0,0,0.6173,0,0,0,0,0.6173,0,0,0,25.9259
Precinct,25,58-25,681,61.186,\N,\N,\N,\N,2.5751,\N,\N,\N,0,\N,\N,\N,10,1.3542,0.8767,0.6167,\N,\N,\N,\N,\N,\N,0,0.1468,64.0235,1.0279,4.9927,0.1468,0,0,0,0,0,0,0,1.6153,0.1468,0,0,0,1.6153,0,0,0,27.7533
Precinct,26,58-26,340,63.5514,\N,\N,\N,\N,3.4091,\N,\N,\N,0,\N,\N,\N,9,0.9,0.33,0.2056,\N,\N,\N,\N,\N,\N,0,0.5882,46.7647,0,1.4706,0,0.2941,0,0.2941,0,0,0,0.2941,2.0588,0,0,0,0.2941,2.0588,0,0,0.2941,48.2353
Precinct,27,58-27,145,67.1296,\N,\N,\N,\N,1.3605,\N,\N,\N,0,\N,\N,\N,0,0.3333,0.19,0.0556,\N,\N,\N,\N,\N,\N,0,0,57.931,0,2.7586,0,0,0,0,0,0,0,0,0.6897,0,0,0,0,0.6897,0,0,0,37.931
Precinct,28,58-28,104,68.8742,\N,\N,\N,\N,0,\N,\N,\N,0,\N,\N,\N,2,0.2667,0.0733,0.1,\N,\N,\N,\N,\N,\N,0,0,58.6538,0,5.7692,0,0,0,2.8846,0,0,0,0,1.9231,0,0,0,0,1.9231,0,0,0,30.7692
Precinct,29,58-29,180,57.6923,\N,\N,\N,\N,7.2165,\N,\N,\N,0,\N,\N,\N,9,0.5083,0.1633,0.1278,\N,\N,\N,\N,\N,\N,0,0,56.6667,0,8.8889,0,0,0,5.5556,0,0,0,0,5,0,0,0,0,5,0,0,0,23.8889
Precinct,30,58-30,447,64.2241,\N,\N,\N,\N,3.0369,\N,\N,\N,0,\N,\N,\N,15,0.9125,0.67,0.2278,\N,\N,\N,\N,\N,\N,0,0,60.6264,0.4474,7.6063,0,0,0,0.2237,0,0,0,0,3.3557,0.2237,0,0,0,3.3557,0,0,0,27.5168
Precinct,31,58-31,268,65.6863,\N,\N,\N,\N,2.8986,\N,\N,\N,0,\N,\N,\N,18,0.5667,0.39,0.1278,\N,\N,\N,\N,\N,\N,0,0,39.9254,0.3731,8.9552,0,0,0.3731,0.3731,0,0,0,0.3731,5.9701,0,0,0,0.3731,5.9701,0,0,0.3731,43.6567
Precinct,32,58-32,150,66.3717,\N,\N,\N,\N,2.5974,\N,\N,\N,0,\N,\N,\N,5,0.3417,0.2067,0.0556,\N,\N,\N,\N,\N,\N,0,0,46.6667,0,2.6667,0,0,0,0.6667,0,0,0,0,3.3333,0.6667,0,0,0,3.3333,0,0,0,46
Precinct,33,58-33,535,64.9272,\N,\N,\N,\N,4.1219,\N,\N,\N,0,\N,\N,\N,22,0.9125,0.9133,0.3611,\N,\N,\N,\N,\N,\N,0.3738,0.1869,46.1682,0.7477,2.6168,0.1869,0.1869,0,0.5607,0,0,0,0,4.1121,0,0,0,0,4.1121,0,0,0,44.8598
Precinct,34,58-34,632,53.0647,\N,\N,\N,\N,7.1953,\N,\N,\N,0,\N,\N,\N,25,0.7083,1.29,0.6889,\N,\N,\N,\N,\N,\N,0.1582,0.1582,42.2468,0.1582,3.481,0,0,0,0,0,0,0,0,3.9557,0,0,0,0,3.9557,0,0,0,49.8418
Precinct,35,58-35,644,63.2613,\N,\N,\N,\N,2.719,\N,\N,\N,0,\N,\N,\N,17,0.9292,1.1133,0.5833,\N,\N,\N,\N,\N,\N,0,0.1553,39.9068,0.3106,2.6398,0,0,0,0.1553,0,0,0,0,2.6398,0,0,0,0,2.6398,0,0,0,54.1925
Precinct,36,58-36,725,65.6109,\N,\N,\N,\N,2.027,\N,\N,\N,0,\N,\N,\N,11,1.2958,1.04,0.65,\N,\N,\N,\N,\N,\N,0,0,59.0345,0.2759,3.0345,0.1379,0,0,1.1034,0,0,0,0,1.5172,0,0,0,0,1.5172,0,0,0,34.8966
Precinct,37,58-37,261,65.9091,\N,\N,\N,\N,4.3956,\N,\N,\N,0,\N,\N,\N,5,0.6667,0.2333,0.2389,\N,\N,\N,\N,\N,\N,0,0.7663,61.6858,0,6.5134,0,0,0,3.8314,0,0,0,0,1.9157,0,0,0,0,1.9157,0,0,0,25.2874
Precinct,38,58-38,207,65.5063,\N,\N,\N,\N,4.6083,\N,\N,\N,0,\N,\N,\N,8,0.3792,0.3,0.2,\N,\N,\N,\N,\N,\N,0,0,53.6232,0,5.314,0,0,0.4831,1.9324,0,0,0,0,3.8647,0,0,0,0,3.8647,0,0,0,34.7826
Precinct,39,58-39,83,69.1667,\N,\N,\N,\N,5.6818,\N,\N,\N,0,\N,\N,\N,1,0.2333,0.0833,0.0389,\N,\N,\N,\N,\N,\N,0,0,61.4458,1.2048,4.8193,0,0,0,1.2048,0,0,0,0,1.2048,0,0,0,0,1.2048,0,0,0,30.1205
Precinct,40,58-40,567,70,\N,\N,\N,\N,2.5773,\N,\N,\N,0,\N,\N,\N,11,0.9708,0.78,0.6389,\N,\N,\N,\N,\N,\N,0,0,41.2698,0.3527,2.6455,0,0,0,0.1764,0,0,0,0.1764,1.5873,0.1764,0,0,0.1764,1.5873,0,0,0.1764,53.6155
Precinct,41,58-41,383,56.0761,\N,\N,\N,\N,6.5854,\N,\N,\N,0,\N,\N,\N,7,0.9083,0.4533,0.3111,\N,\N,\N,\N,\N,\N,0,0,48.564,0,1.8277,0,0,0,0.2611,0,0,0,0,1.8277,0,0,0,0,1.8277,0,0,0,47.5196
Precinct,42,58-42,773,57.3868,\N,\N,\N,\N,3.2541,\N,\N,\N,0,\N,\N,\N,23,1.2333,1.3333,0.5722,\N,\N,\N,\N,\N,\N,0,0,55.8862,0.3881,2.1992,0,0.2587,0,0.1294,0,0,0.1294,0,2.7167,0,0,0.1294,0,2.7167,0,0.1294,0,38.2924
Precinct,43,58-43,663,57.803,\N,\N,\N,\N,1.632,\N,\N,\N,0,\N,\N,\N,15,1.2958,1.02,0.3167,\N,\N,\N,\N,\N,\N,0.1508,0,47.3605,0.7541,1.3575,0,0,0,0.1508,0,0,0,0,2.2624,0,0,0,0,2.2624,0,0,0,47.9638
Precinct,44,58-44,598,60.161,\N,\N,\N,\N,3.7037,\N,\N,\N,0,\N,\N,\N,13,0.9458,1,0.5222,\N,\N,\N,\N,\N,\N,0.1672,0,50.1672,0,2.3411,0.1672,0.1672,0,0.3344,0.1672,0,0,0,2.1739,0,0,0,0,2.1739,0,0,0,44.3144
Precinct,45,58-45,715,59.3854,\N,\N,\N,\N,2.3224,\N,\N,\N,0,\N,\N,\N,13,1.225,1.0733,0.6444,\N,\N,\N,\N,\N,\N,0.2797,0,31.3287,0,3.2168,0,0.1399,0,0.5594,0.1399,0,0,0,2.2378,0,0,0,0,2.2378,0,0,0,61.6783
Precinct,78,79-78,606,58.4942,\N,\N,\N,\N,0.9804,\N,\N,\N,0,\N,\N,\N,8,1.2917,0.8,0.3444,\N,\N,\N,\N,\N,\N,0,0,27.7228,0.495,2.6403,0,0,0,0.165,0,0.165,0,0,0.9901,0.165,0.165,0,0,0.9901,0.165,0,0,67.6568
Precinct,79,79-79,749,60.4032,\N,\N,\N,\N,2.7273,\N,\N,\N,0,\N,\N,\N,5,1.3042,1.2433,0.4667,\N,\N,\N,\N,\N,\N,0.267,0,32.4433,0,2.1362,0,0,0.1335,0,0,0.1335,0,0,0.8011,0,0.1335,0,0,0.8011,0.1335,0,0,63.6849
Precinct,80,79-80,72,8.6957,\N,\N,\N,\N,1.3699,\N,\N,\N,0,\N,\N,\N,1,0.1083,0.1167,0.0667,\N,\N,\N,\N,\N,\N,1.3889,0,26.3889,0,4.1667,0,0,1.3889,1.3889,0,0,0,0,1.3889,0,0,0,0,1.3889,0,0,0,63.8889
Precinct,81,79-81,677,56.6527,\N,\N,\N,\N,2.4496,\N,\N,\N,0,\N,\N,\N,7,1,1.1333,0.6333,\N,\N,\N,\N,\N,\N,0.2954,0.1477,29.2467,0.1477,0.8863,0,0,0,0,0.1477,0,0.1477,0,1.1817,0.1477,0,0.1477,0,1.1817,0,0.1477,0,67.2083
Precinct,82,79-82,371,57.2531,\N,\N,\N,\N,2.3684,\N,\N,\N,0,\N,\N,\N,4,0.575,0.63,0.2944,\N,\N,\N,\N,\N,\N,0,0,23.9892,0,2.6954,0,0,0.2695,0,0,0,0,0,1.0782,0,0,0,0,1.0782,0,0,0,71.9677
Precinct,83,79-83,634,50.8828,\N,\N,\N,\N,1.092,\N,\N,\N,0,\N,\N,\N,3,0.9583,0.9833,0.6444,\N,\N,\N,\N,\N,\N,0.1577,0,25.3943,0,0.9464,0,0.1577,0.1577,0.4732,0,0,0,0,0.9464,0.3155,0,0,0,0.9464,0,0,0,70.9779
Precinct,84,79-84,506,56.8539,\N,\N,\N,\N,1.3645,\N,\N,\N,0,\N,\N,\N,5,0.7917,0.8567,0.3667,\N,\N,\N,\N,\N,\N,0,0.1976,29.8419,0,1.3834,0,0,0.1976,0.1976,0,0,0,0,0.9881,0,0,0,0,0.9881,0,0,0,67.1937
Precinct,85,79-85,781,69.6699,\N,\N,\N,\N,1.761,\N,\N,\N,0,\N,\N,\N,11,1.6208,1.0567,0.4944,\N,\N,\N,\N,\N,\N,0,0,39.6927,0,2.9449,0,0,0,0.2561,0,0,0.2561,0,1.0243,0.128,0,0.2561,0,1.0243,0,0.2561,0,55.5698
Precinct,86,79-86,492,65.7754,\N,\N,\N,\N,0.8065,\N,\N,\N,0,\N,\N,\N,0,0.9167,0.6733,0.4111,\N,\N,\N,\N,\N,\N,0.4065,0,30.2846,0,2.8455,0.2033,0,0,0.6098,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6504
Precinct,87,79-87,890,64.121,\N,\N,\N,\N,1.4396,\N,\N,\N,0,\N,\N,\N,1,1.3542,1.3233,1.0056,\N,\N,\N,\N,\N,\N,0.2247,0,38.0899,0.1124,1.3483,0,0,0,0.2247,0,0,0.1124,0,0.8989,0.1124,0,0.1124,0,0.8989,0,0.1124,0,57.8652
Precinct,88,79-88,675,56.4381,\N,\N,\N,\N,1.1713,\N,\N,\N,0,\N,\N,\N,8,1.1042,1.1533,0.4,\N,\N,\N,\N,\N,\N,0,0,33.9259,0,1.3333,0,0,0,0,0,0,0,0,1.1852,0,0,0,0,1.1852,0,0,0,63.5556
Precinct,89,79-89,785,63.8211,\N,\N,\N,\N,2.7261,\N,\N,\N,0,\N,\N,\N,9,1.4125,1.1633,0.6611,\N,\N,\N,\N,\N,\N,0.2548,0,28.7898,0.1274,1.1465,0,0,0.1274,0.1274,0,0,0,0,1.2739,0,0,0,0,1.2739,0,0,0,68.0255
Precinct,90,79-90,653,50.8963,\N,\N,\N,\N,1.2103,\N,\N,\N,0,\N,\N,\N,8,1.3375,0.8467,0.4778,\N,\N,\N,\N,\N,\N,0,0.1531,23.5835,0.3063,1.5314,0,0,0,0,0,0,0.1531,0,1.3783,0,0,0.1531,0,1.3783,0,0.1531,0,72.4349
Precinct,91,79-91,955,62.4183,\N,\N,\N,\N,9.1342,\N,\N,\N,0,\N,\N,\N,4,1.55,1.68,0.9722,\N,\N,\N,\N,\N,\N,0.3141,0.2094,28.5864,0,1.3613,0,0,0,0.9424,0,0,0,0,0.4188,0,0,0,0,0.4188,0,0,0,68.1675
Precinct,92,79-92,930,69.9774,\N,\N,\N,\N,1.7951,\N,\N,\N,0,\N,\N,\N,8,1.6375,1.5333,0.5222,\N,\N,\N,\N,\N,\N,0.1075,0.3226,31.3978,0.2151,3.1183,0,0,0,1.5054,0,0,0,0,0.8602,0.1075,0,0,0,0.8602,0,0,0,62.3656
Precinct,93,79-93,530,62.0609,\N,\N,\N,\N,2.3941,\N,\N,\N,0,\N,\N,\N,6,1.05,0.7733,0.3278,\N,\N,\N,\N,\N,\N,0.9434,0,27.7358,0,1.6981,0,0,0,0.1887,0,0,0,0,1.1321,0,0,0,0,1.1321,0,0,0,68.3019
Precinct,94,79-94,766,65.6947,\N,\N,\N,\N,1.9206,\N,\N,\N,0,\N,\N,\N,5,1.5167,1.0567,0.5556,\N,\N,\N,\N,\N,\N,0.3916,0.1305,32.1149,2.4804,2.7415,0,0,0.1305,0.1305,0,0,0,0,1.5666,0,0,0,0,1.5666,0,0,0,59.3995
Precinct,95,79-95,739,65.5142,\N,\N,\N,\N,1.9894,\N,\N,\N,0,\N,\N,\N,13,1.25,1.1533,0.6,\N,\N,\N,\N,\N,\N,0.406,0,26.5223,0.1353,1.7591,0,0,0,0,0,0.2706,0,0,1.2179,0,0.2706,0,0,1.2179,0.2706,0,0,69.6888
Precinct,96,79-96,819,55.5631,\N,\N,\N,\N,2.1505,\N,\N,\N,0,\N,\N,\N,17,1.4917,1.15,0.7444,\N,\N,\N,\N,\N,\N,0.1221,0,42.9792,0.2442,3.663,0,0,0,0.6105,0,0.1221,0,0,2.0757,0.1221,0.1221,0,0,2.0757,0.1221,0,0,49.8168
Precinct,97,79-97,814,55.6391,\N,\N,\N,\N,3.4401,\N,\N,\N,0,\N,\N,\N,13,1.1375,1.42,0.8,\N,\N,\N,\N,\N,\N,0.2457,0,25.7985,0.2457,1.4742,0,0,0,0.1229,0,0.1229,0,0,1.3514,0,0.1229,0,0,1.3514,0.1229,0,0,70.6388
Precinct,98,79-98,710,59.3645,\N,\N,\N,\N,5.2069,\N,\N,\N,0,\N,\N,\N,4,0,2.1433,0.5889,\N,\N,\N,\N,\N,\N,0.2817,0,25.0704,0,2.2535,0,0,0,0.2817,0,0,0,0,1.1268,0,0,0,0,1.1268,0,0,0,70.4225
Precinct,99,79-99,752,61.0885,\N,\N,\N,\N,1.6993,\N,\N,\N,0,\N,\N,\N,6,1.3792,1.1167,0.55,\N,\N,\N,\N,\N,\N,0.133,0.133,31.117,0,2.5266,0.133,0,0,0.133,0,0,0,0.133,0.5319,0.133,0,0,0.133,0.5319,0,0,0.133,65.0266
Precinct,100,79-100,519,62.6055,\N,\N,\N,\N,2.0755,\N,\N,\N,0,\N,\N,\N,3,0.675,0.86,0.6111,\N,\N,\N,\N,\N,\N,0.578,0.1927,22.5434,0,1.5414,0,0,0,0.9634,0,0,0,0.1927,0.3854,0,0,0,0.1927,0.3854,0,0,0.1927,73.4104
Precinct,101,79-101,358,83.4499,\N,\N,\N,\N,1.3774,\N,\N,\N,0,\N,\N,\N,6,0.7833,0.4733,0.1833,\N,\N,\N,\N,\N,\N,0.2793,0,53.0726,0.2793,1.1173,0,0,0.5587,0,0,0,0.2793,0,1.1173,0,0,0.2793,0,1.1173,0,0.2793,0,43.2961
Precinct,102,79-102,670,43.5348,\N,\N,\N,\N,4.5584,\N,\N,\N,0,\N,\N,\N,17,1.2083,1.09,0.4722,\N,\N,\N,\N,\N,\N,0.1493,0,74.1791,0,2.2388,0,0,0,0.4478,0,0.1493,0,0.1493,2.0896,0,0.1493,0,0.1493,2.0896,0.1493,0,0.1493,20.4478
Precinct,103,79-103,796,52.576,\N,\N,\N,\N,1.9704,\N,\N,\N,0,\N,\N,\N,5,1.5042,1.23,0.4556,\N,\N,\N,\N,\N,\N,0.2513,0.1256,35.6784,0.2513,2.7638,0,0,0,0.5025,0,0,0,0,0.6281,0.1256,0,0,0,0.6281,0,0,0,59.6734
Precinct,104,80-104,757,54.2264,\N,\N,\N,\N,5.0188,\N,\N,\N,0,\N,\N,\N,4,1.3917,1.25,0.4889,\N,\N,\N,\N,\N,\N,0.3963,0,22.9855,0.1321,2.7741,0.1321,0,0,0.1321,0.1321,0,0,0,0.5284,0.1321,0,0,0,0.5284,0,0,0,72.6552
Precinct,1,80-1,903,68.8787,\N,\N,\N,\N,2.7987,\N,\N,\N,0,\N,\N,\N,12,1.1167,1.5367,1.1111,\N,\N,\N,\N,\N,\N,0.1107,0.1107,46.6224,0.7752,2.99,0,0,0,1.2182,0,0.3322,0,0,0.6645,0,0.3322,0,0,0.6645,0.3322,0,0,47.1761
Precinct,2,80-2,576,69.4813,\N,\N,\N,\N,1.8739,\N,\N,\N,0,\N,\N,\N,6,0.7417,0.9733,0.65,\N,\N,\N,\N,\N,\N,0,0.1736,57.4653,0.3472,4.3403,0,0,0,1.9097,0,0.1736,0,0,0.6944,0,0.1736,0,0,0.6944,0.1736,0,0,34.8958
Precinct,3,80-3,238,79.0698,\N,\N,\N,\N,4.0323,\N,\N,\N,0,\N,\N,\N,2,0.4875,0.4,0.0611,\N,\N,\N,\N,\N,\N,0,0,53.3613,0,4.6218,0,0,0,0.4202,0,0,0,0,0.8403,0,0,0,0,0.8403,0,0,0,40.7563
Precinct,4,80-4,344,71.9665,\N,\N,\N,\N,0.8646,\N,\N,\N,0,\N,\N,\N,8,0.4792,0.6767,0.1611,\N,\N,\N,\N,\N,\N,0,0,47.6744,0.2907,8.4302,0,0,0,0.8721,0,0,0,0,2.3256,0,0,0,0,2.3256,0,0,0,40.407
Precinct,5,80-5,224,78.8732,\N,\N,\N,\N,0.4444,\N,\N,\N,0,\N,\N,\N,2,0.3167,0.4167,0.1333,\N,\N,\N,\N,\N,\N,0,0,50.4464,0.8929,2.2321,0,0,0.4464,1.7857,0,0,0,0,0.8929,0,0,0,0,0.8929,0,0,0,43.3036
Tbilisi District,4,Krtsanisi,5335,52.0285,0,4,2,1,\N,1,14.2857,7,\N,6,85.7143,9.6667,\N,\N,\N,\N,0,0,0,0,7,21.875,0.3187,0.1687,23.5801,0.1312,1.2559,0,0.0562,0.2812,0.4873,0.1125,0.0937,0.0187,0,0.9372,0.1125,0.0937,0.0187,0,0.9372,0.0937,0.0187,0,72.2399
Tbilisi District,1,Mtatsminda,31535,72.9099,0,20,11,0,\N,0,0,\N,\N,31,100,14.2258,\N,\N,\N,\N,2,2,1,5,31,79.4872,0.6279,0.1268,30.9053,0.0412,1.1035,0.0063,0.0603,0.2378,0.704,0.0412,0.1173,0.0222,0.0793,1.0338,0.1015,0.1173,0.0222,0.0793,1.0338,0.1173,0.0222,0.0793,64.7186
Tbilisi District,3,Saburtalo,77677,70.6437,1,67,9,1,\N,3,3.9474,3.3333,\N,73,96.0526,14.1918,\N,\N,\N,\N,6,3,4,13,76,88.3721,0.403,0.1275,25.449,0.0605,1.1483,0.0077,0.0592,0.4969,0.5626,0.0309,0.1133,0.0154,0.0451,1.0904,0.1043,0.1133,0.0154,0.0451,1.0904,0.1133,0.0154,0.0451,70.1688
Tbilisi District,2,Vake,57501,71.9527,1,55,9,0,\N,1,1.5873,6,\N,62,98.4127,11.5161,\N,\N,\N,\N,2,3,1,6,63,81.8182,0.5356,0.1148,24.57,0.0591,1.3165,0.0122,0.0557,0.2052,0.9339,0.0348,0.0835,0.0365,0.047,0.9739,0.1165,0.0835,0.0365,0.047,0.9739,0.0835,0.0365,0.047,70.8283
Tbilisi Precinct,1,1-1,938,63.3356,\N,\N,\N,\N,1.0549,\N,\N,\N,0,\N,\N,\N,12,1.85,1.2833,0.6611,\N,\N,\N,\N,\N,\N,0.8529,0.2132,27.9318,0,2.1322,0,0.2132,0.1066,0.9595,0,0.1066,0.1066,0,1.0661,0,0.1066,0.1066,0,1.0661,0.1066,0.1066,0,66.0981
Tbilisi Precinct,2,1-2,828,63.7413,\N,\N,\N,\N,3.1579,\N,\N,\N,0,\N,\N,\N,7,1.2333,1.45,0.6889,\N,\N,\N,\N,\N,\N,0,0,28.8647,0.1208,1.4493,0,0,0.2415,0.4831,0,0,0,0,0.8454,0.1208,0,0,0,0.8454,0,0,0,67.8744
Tbilisi Precinct,3,1-3,977,66.4626,\N,\N,\N,\N,2.8827,\N,\N,\N,0,\N,\N,\N,15,1.5625,1.7333,0.6167,\N,\N,\N,\N,\N,\N,0.4094,0,29.3756,0.2047,1.74,0,0,0.5118,0.5118,0,0.2047,0,0.1024,1.0235,0.3071,0.2047,0,0.1024,1.0235,0.2047,0,0.1024,65.5067
Tbilisi Precinct,4,1-4,785,66.6384,\N,\N,\N,\N,2.3632,\N,\N,\N,0,\N,\N,\N,13,1.5375,1.25,0.3333,\N,\N,\N,\N,\N,\N,0.6369,0.5096,25.0955,0,1.4013,0,0,0.2548,0.7643,0,0.1274,0,0,1.4013,0,0.1274,0,0,1.4013,0.1274,0,0,69.8089
Tbilisi Precinct,5,1-5,1038,69.2,\N,\N,\N,\N,2.4436,\N,\N,\N,0,\N,\N,\N,17,1.7542,1.7833,0.6,\N,\N,\N,\N,\N,\N,0.578,0.0963,27.3603,0,1.2524,0,0.1927,0.1927,0.4817,0,0.0963,0,0.0963,1.2524,0.0963,0.0963,0,0.0963,1.2524,0.0963,0,0.0963,68.3044
Tbilisi Precinct,6,1-6,965,64.8086,\N,\N,\N,\N,3.3066,\N,\N,\N,0,\N,\N,\N,13,1.6042,1.66,0.6389,\N,\N,\N,\N,\N,\N,1.0363,0.1036,22.0725,0,2.0725,0,0,0.1036,0.829,0,0,0,0.1036,1.1399,0.2073,0,0,0.1036,1.1399,0,0,0.1036,72.3316
Tbilisi Precinct,7,1-7,2155,146.5986,\N,\N,\N,\N,2.2232,\N,\N,\N,0,\N,\N,\N,19,3.1375,3.6933,1.9056,\N,\N,\N,\N,\N,\N,0.6032,0.1392,58.4223,0.0464,0.9745,0,0.0464,0.1392,0.1856,0.0464,0.0928,0,0,0.7889,0,0.0928,0,0,0.7889,0.0928,0,0,38.4223
Tbilisi Precinct,8,1-8,1726,151.2708,\N,\N,\N,\N,3.683,\N,\N,\N,0,\N,\N,\N,19,2.8958,2.97,1.1444,\N,\N,\N,\N,\N,\N,0.2317,0,58.2851,0,1.2167,0,0,0.3476,0.4056,0,0.0579,0,0,0.9849,0,0.0579,0,0,0.9849,0.0579,0,0,38.4705
Tbilisi Precinct,9,1-9,939,67.3601,\N,\N,\N,\N,2.3909,\N,\N,\N,0,\N,\N,\N,10,1.7208,1.4233,0.6778,\N,\N,\N,\N,\N,\N,1.278,0.1065,30.4579,0,1.278,0,0.1065,0.5325,0.426,0,0.1065,0,0,0.852,0,0.1065,0,0,0.852,0.1065,0,0,64.8562
Tbilisi Precinct,10,1-10,1046,65.5799,\N,\N,\N,\N,2.4254,\N,\N,\N,0,\N,\N,\N,10,1.4083,1.8733,0.9556,\N,\N,\N,\N,\N,\N,1.2428,0.3824,23.805,0,1.3384,0,0,0.3824,0.956,0.0956,0,0,0,0.956,0.0956,0,0,0,0.956,0,0,0,70.7457
Tbilisi Precinct,11,1-11,1051,64.7566,\N,\N,\N,\N,1.959,\N,\N,\N,0,\N,\N,\N,24,1.7583,1.75,0.6944,\N,\N,\N,\N,\N,\N,0.4757,0.1903,27.2122,0,1.1418,0,0.0951,0.1903,0.3806,0,0.2854,0,0.2854,1.2369,0,0.2854,0,0.2854,1.2369,0.2854,0,0.2854,68.411
Tbilisi Precinct,12,1-12,1070,68.6337,\N,\N,\N,\N,2.5501,\N,\N,\N,0,\N,\N,\N,21,1.5667,1.8767,0.8833,\N,\N,\N,\N,\N,\N,0.5607,0,25.7009,0.0935,0.7477,0,0,0.0935,1.1215,0.0935,0,0,0.2804,1.4019,0.2804,0,0,0.2804,1.4019,0,0,0.2804,69.6262
Tbilisi Precinct,13,1-13,803,60.7413,\N,\N,\N,\N,3.6014,\N,\N,\N,0,\N,\N,\N,7,1.4375,1.3167,0.5167,\N,\N,\N,\N,\N,\N,0.4981,0,21.7933,0.2491,0.7472,0,0,0.3736,0.2491,0,0.1245,0,0,0.7472,0.1245,0.1245,0,0,0.7472,0.1245,0,0,74.9689
Tbilisi Precinct,14,1-14,844,65.886,\N,\N,\N,\N,2.2016,\N,\N,\N,0,\N,\N,\N,16,1.3958,1.37,0.65,\N,\N,\N,\N,\N,\N,1.4218,0.237,26.6588,0.1185,1.7773,0,0.1185,0.237,0.8294,0,0,0,0.3555,1.1848,0,0,0,0.3555,1.1848,0,0,0.3555,67.0616
Tbilisi Precinct,15,1-15,882,67.1744,\N,\N,\N,\N,3.6066,\N,\N,\N,0,\N,\N,\N,17,1.35,1.5667,0.6722,\N,\N,\N,\N,\N,\N,0.5669,0.1134,29.0249,0,1.3605,0,0.1134,0.2268,0.1134,0,0.1134,0,0.1134,1.5873,0,0.1134,0,0.1134,1.5873,0.1134,0,0.1134,66.5533
