shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),European Georgia,Democratic Movement - Free Georgia,United National Movement,Republican party,For United Georgia,Alliance of Patriots,Leftist Alliance,Labour,Socialist Workers Party,Georgia,National Forum,Merab Kostava Society,Unity - New Georgia,Lord Our Righteousness,Freedom Party,Mamulishvili,United Communist Party,Party of People,Progressive Democratic Movement,Georgian Dream,Initiative Group
Majoritarian Precinct,10,69.06-10,635,48.44,,,,,2.76,,,,0,,,,0,1.12,0.88,0.67,,,,,,,3.31,17.48,34.02,,,,,,,,,,,,,,,,,45.04,
Majoritarian Precinct,11,69.06-11,519,54.06,,,,,3.17,,,,0,,,,0,1.19,0.65,0.31,,,,,,,2.5,10.4,38.92,,,,,,,,,,,,,,,,,47.59,
Majoritarian Precinct,12,69.06-12,308,60.16,,,,,4.35,,,,0,,,,0,0.61,0.42,0.27,,,,,,,8.77,15.58,24.35,,,,,,,,,,,,,,,,,51.3,
Majoritarian Precinct,13,69.06-13,205,66.34,,,,,1.44,,,,0,,,,0,0.37,0.28,0.19,,,,,,,2.44,5.37,35.12,,,,,,,,,,,,,,,,,56.59,
Majoritarian Precinct,14,69.07-14,659,58.37,,,,,3.51,,,,0,,,,0,1.39,0.8,0.61,,,,,,,3.64,,16.39,,,,,,,,54.17,,,,,,,,,25.49,
Majoritarian Precinct,15,69.08-15,829,61.96,,,,,3.04,,,,0,,,,0,1.6,1.11,0.78,,,,,,,0.84,21.47,22.8,,,9.17,,,,,,,,,,,,,,45.72,
Majoritarian Precinct,16,69.08-16,329,60.81,,,,,4.64,,,,0,,,,0,0.57,0.56,0.23,,,,,,,4.56,4.56,28.27,,,3.34,,,,,,,,,,,,,,59.27,
Majoritarian Precinct,17,69.09-17,231,64.53,,,,,0.86,,,,0,,,,0,0.3,0.38,0.27,,,,,,,4.76,,,,,,,,,,,,,,,,,,,94.81,
Majoritarian Precinct,18,69.10-18,395,62.3,,,,,4.36,,,,0,,,,0,0.71,0.65,0.27,,,,,,,0.76,,44.05,,,,,,,,,,,,,,,,,55.19,
Majoritarian Precinct,19,69.10-19,298,55.39,,,,,3.56,,,,0,,,,0,0.48,0.52,0.22,,,,,,,3.69,,21.48,,,,,,,,,,,,,,,,,74.83,
Majoritarian Precinct,20,69.10-20,251,62.13,,,,,2.71,,,,0,,,,0,0.69,0.26,0.09,,,,,,,0.8,,25.1,,,,,,,,,,,,,,,,,73.71,
Majoritarian Precinct,21,69.11-21,709,49.89,,,,,4.58,,,,0,,,,0,0.99,1.37,0.52,,,,,,,5.5,,10.16,,,,,,,,17.07,,,,,,,,,67.28,
Majoritarian Precinct,22,69.12-22,447,56.94,,,,,0.45,,,,0,,,,0,0.76,0.69,0.32,,,,,,,2.01,,22.15,,,,,,,,24.83,,,,,,,,,51.01,
Majoritarian Precinct,23,69.12-23,299,50.08,,,,,2.92,,,,0,,,,0,0.6,0.38,0.28,,,,,,,7.36,,14.05,,,,,,,,6.69,,,,,,,,,70.9,
Majoritarian Precinct,24,69.13-24,706,53.12,,,,,4.85,,,,0,,,,0,1.17,1.19,0.58,,,,,,,3.68,,41.93,,,,,,,,3.97,,,,,,,,,50.42,
Majoritarian Precinct,25,69.13-25,484,52.38,,,,,3.78,,,,0,,,,0,0.93,0.72,0.37,,,,,,,10.33,,23.97,,,,,,,,0.83,,,,,,,,,64.67,
Majoritarian Precinct,26,69.13-26,276,64.49,,,,,2.13,,,,0,,,,0,0.54,0.42,0.14,,,,,,,4.35,,14.49,,,,,,,,1.09,,,,,,,,,80.07,
Majoritarian Precinct,10,70.01-10,608,41.47,,,,,5.74,,,,0,,,,0,0.92,0.87,0.92,,,,,,,9.21,20.23,11.51,,,4.61,,,,,5.1,,,,,,,,,48.19,
Majoritarian Precinct,11,70.01-11,659,44.62,,,,,5.18,,,,0,,,,0,1.08,0.95,0.85,,,,,,,12.29,6.07,13.66,,,9.26,,,,,9.1,,,,,,,,,48.56,
Majoritarian Precinct,28,70.01-28,612,41.27,,,,,6.56,,,,0,,,,0,1.0,0.93,0.75,,,,,,,13.07,2.45,15.69,,,4.41,,,,,4.25,,,,,,,,,59.64,
Majoritarian Precinct,12,70.02-12,681,45.7,,,,,3.13,,,,0,,,,0,1.09,1.07,0.67,,,,,,,9.4,,10.72,,,5.87,,,,,30.84,,,,,,,,,43.17,
Majoritarian Precinct,13,70.02-13,518,49.1,,,,,4.6,,,,0,,,,0,0.85,0.86,0.46,,,,,,,7.14,,11.78,,,8.69,,,,,32.82,,,,,,,,,37.84,
Majoritarian Precinct,25,70.02-25,153,46.22,,,,,4.38,,,,0,,,,0,0.32,0.22,0.11,,,,,,,11.76,,24.18,,,7.19,,,,,5.88,,,,,,,,,43.79,
Majoritarian Precinct,29,70.02-29,660,48.46,,,,,4.35,,,,0,,,,0,1.08,1.09,0.59,,,,,,,6.97,,16.97,,,5.45,,,,,26.06,,,,,,,,,43.03,
Majoritarian Precinct,14,70.03-14,600,38.63,,,,,3.69,,,,0,,,,0,0.91,0.98,0.62,,,,,,,12.67,4.0,12.67,,,8.33,,,,,11.67,,,,,,,,,50.67,
Majoritarian Precinct,15,70.03-15,622,41.41,,,,,3.72,,,,0,,,,0,1.04,0.92,0.67,,,,,,,33.28,2.25,11.58,,,5.47,,,,,13.34,,,,,,,,,33.44,
Majoritarian Precinct,24,70.03-24,528,45.52,,,,,4.86,,,,0,,,,0,0.91,0.86,0.44,,,,,,,11.93,9.28,13.83,,,7.2,,,,,19.89,,,,,,,,,37.12,
Majoritarian Precinct,1,70.04-1,664,46.56,,,,,3.49,,,,0,,,,0,1.02,1.2,0.46,,,,,,,5.12,10.84,9.94,,,6.33,,,,,,,,,,,,,,67.02,
Majoritarian Precinct,3,70.04-3,534,47.21,,,,,4.81,,,,0,,,,0,0.88,0.83,0.56,,,,,,,7.87,19.66,12.73,,,3.0,,,,,,,,,,,,,,56.74,
Majoritarian Precinct,8,70.04-8,765,50.93,,,,,3.89,,,,0,,,,0,1.15,1.32,0.69,,,,,,,4.18,32.81,11.63,,,7.06,,,,,,,,,,,,,,43.14,
Majoritarian Precinct,9,70.05-9,696,46.56,,,,,4.4,,,,0,,,,0,1.04,1.29,0.51,,,,,,,4.74,23.99,4.31,,,,,,,,7.9,,,,,,,,,58.48,
Majoritarian Precinct,23,70.05-23,626,47.39,,,,,5.72,,,,0,,,,0,1.01,0.98,0.71,,,,,,,6.55,4.95,14.7,,,,,,,,14.38,,,,,,,,,58.47,
Majoritarian Precinct,30,70.05-30,552,42.43,,,,,6.44,,,,0,,,,0,0.89,0.85,0.68,,,,,,,7.25,12.68,9.96,,,,,,,,5.62,,,,,,,,,62.86,
Majoritarian Precinct,2,70.06-2,413,48.25,,,,,5.28,,,,0,,,,0,0.77,0.6,0.39,,,,,,,9.93,6.78,7.75,,,6.05,,,,,,,,,,,,,,67.8,
Majoritarian Precinct,4,70.06-4,503,47.81,,,,,5.63,,,,0,,,,0,0.88,0.68,0.65,,,,,,,7.36,22.07,5.57,,,6.16,,,,,,,,,,,,,,57.46,
Majoritarian Precinct,31,70.06-31,626,49.33,,,,,5.01,,,,0,,,,0,0.89,1.02,0.77,,,,,,,9.58,7.99,5.59,,,4.79,,,,,,,,,,,,,,68.85,
Majoritarian Precinct,5,70.07-5,675,46.81,,,,,4.53,,,,0,,,,0,1.12,1.01,0.76,,,,,,,20.89,23.41,3.56,,,,,,,,,,,,,,,,,51.41,
Majoritarian Precinct,27,70.07-27,542,47.71,,,,,3.56,,,,0,,,,0,0.97,0.82,0.47,,,,,,,40.04,14.94,6.46,,,,,,,,,,,,,,,,,37.08,
Majoritarian Precinct,34,70.07-34,316,22.93,,,,,4.24,,,,0,,,,0,0.52,0.51,0.3,,,,,,,5.06,3.16,39.87,,,,,,,,,,,,,,,,,50.0,
Majoritarian Precinct,7,70.08-7,653,44.24,,,,,4.95,,,,0,,,,0,1.12,1.02,0.62,,,,,,,9.04,,17.46,,,4.59,,,,,13.48,,,,,,,,,54.67,
Majoritarian Precinct,22,70.08-22,143,31.36,,,,,4.03,,,,0,,,,0,0.22,0.22,0.17,,,,,,,6.99,,10.49,,,1.4,,,,,29.37,,,,,,,,,48.25,
Majoritarian Precinct,33,70.08-33,488,31.57,,,,,5.43,,,,0,,,,0,0.85,0.86,0.29,,,,,,,12.09,,16.8,,,1.84,,,,,9.43,,,,,,,,,58.4,
Majoritarian Precinct,16,70.09-16,512,37.67,,,,,4.3,,,,0,,,,0,0.99,0.67,0.54,,,,,,,12.89,,13.09,,,,,,,,3.32,,,,,,,,,51.37,18.95
Majoritarian Precinct,17,70.09-17,588,47.84,,,,,3.76,,,,0,,,,0,0.85,1.07,0.47,,,,,,,8.84,,13.61,,,,,,,,6.29,,,,,,,,,53.57,16.5
Majoritarian Precinct,20,70.09-20,604,47.15,,,,,4.73,,,,0,,,,0,0.92,0.94,0.73,,,,,,,18.05,,12.58,,,,,,,,10.1,,,,,,,,,49.01,8.94
Majoritarian Precinct,26,70.09-26,494,40.36,,,,,4.63,,,,0,,,,0,0.89,0.74,0.46,,,,,,,13.16,,13.56,,,,,,,,2.63,,,,,,,,,55.47,13.56
Majoritarian Precinct,18,70.10-18,595,39.83,,,,,5.25,,,,0,,,,0,0.98,0.8,0.86,,,,,,,14.12,8.57,18.32,,,10.59,,,,,12.27,,,,,,,,,35.13,
Majoritarian Precinct,19,70.10-19,643,43.07,,,,,3.6,,,,0,,,,0,0.93,1.01,0.78,,,,,,,10.89,2.02,16.02,,,4.67,,,,,29.24,,,,,,,,,36.39,
Majoritarian Precinct,21,70.10-21,557,37.46,,,,,7.01,,,,0,,,,0,1.08,0.78,0.6,,,,,,,10.41,2.51,30.7,,,3.41,,,,,13.47,,,,,,,,,38.78,
Majoritarian Precinct,42,79.01-42,576,39.16,,,,,3.52,,,,0,,,,0,0.93,0.86,0.65,,,,,,,5.56,2.78,32.47,,,9.03,,,,,,,,,,,,,,49.83,
Majoritarian Precinct,43,79.01-43,429,36.23,,,,,4.45,,,,0,,,,0,0.69,0.72,0.38,,,,,,,7.93,1.4,31.7,,,6.76,,,,,,,,,,,,,,52.21,
Majoritarian Precinct,45,79.01-45,522,37.37,,,,,4.22,,,,0,,,,0,0.93,0.79,0.48,,,,,,,6.71,1.15,25.86,,,8.62,,,,,,,,,,,,,,57.66,
Majoritarian Precinct,57,79.01-57,532,36.22,,,,,5.0,,,,0,,,,0,0.81,0.87,0.58,,,,,,,7.52,3.01,25.56,,,8.27,,,,,,,,,,,,,,55.64,
Majoritarian Precinct,59,79.01-59,517,36.59,,,,,0.19,,,,0,,,,0,0.76,0.83,0.49,,,,,,,3.48,1.55,27.27,,,6.77,,,,,,,,,,,,,,60.54,
Majoritarian Precinct,81,79.01-81,405,36.78,,,,,4.93,,,,0,,,,0,0.68,0.61,0.44,,,,,,,2.72,6.67,20.0,,,14.57,,,,,,,,,,,,,,56.05,
Majoritarian Precinct,96,79.01-96,668,41.91,,,,,3.61,,,,0,,,,0,1.23,0.74,0.97,,,,,,,5.24,0.3,49.55,,,5.54,,,,,,,,,,,,,,39.37,
Majoritarian Precinct,97,79.01-97,501,34.53,,,,,3.47,,,,0,,,,0,0.65,0.84,0.61,,,,,,,4.99,9.38,16.77,,,12.97,,,,,,,,,,,,,,55.89,
Majoritarian Precinct,98,79.01-98,558,40.7,,,,,3.79,,,,0,,,,0,0.85,0.88,0.63,,,,,,,19.89,2.69,19.71,,,9.5,,,,,,,,,,,,,,48.21,
Majoritarian Precinct,102,79.01-102,274,19.52,,,,,5.52,,,,0,,,,0,0.41,0.48,0.26,,,,,,,8.39,2.19,50.0,,,5.11,,,,,,,,,,,,,,33.94,
Majoritarian Precinct,4,79.02-4,390,27.18,,,,,6.47,,,,0,,,,0,0.46,0.68,0.57,,,,,,,6.92,,32.82,,,8.21,,,,,,,,,,,,,,51.03,
Majoritarian Precinct,36,79.02-36,430,31.8,,,,,5.7,,,,0,,,,0,0.61,0.69,0.57,,,,,,,11.4,,28.14,,,10.23,,,,,,,,,,,,,,48.6,
Majoritarian Precinct,37,79.02-37,448,31.09,,,,,6.86,,,,0,,,,0,0.65,0.76,0.53,,,,,,,13.17,,20.09,,,10.94,,,,,,,,,,,,,,55.13,
Majoritarian Precinct,38,79.02-38,531,33.99,,,,,3.63,,,,0,,,,0,0.7,0.87,0.67,,,,,,,16.57,,10.17,,,6.4,,,,,,,,,,,,,,66.29,
Majoritarian Precinct,39,79.02-39,444,30.22,,,,,5.53,,,,0,,,,0,0.68,0.68,0.58,,,,,,,8.78,,28.38,,,9.23,,,,,,,,,,,,,,52.93,
Majoritarian Precinct,40,79.02-40,578,37.83,,,,,3.99,,,,0,,,,0,0.99,0.85,0.6,,,,,,,10.55,,27.85,,,8.65,,,,,,,,,,,,,,51.56,
Majoritarian Precinct,41,79.02-41,412,34.71,,,,,5.5,,,,0,,,,0,0.65,0.69,0.41,,,,,,,5.58,,26.7,,,12.38,,,,,,,,,,,,,,55.34,
Majoritarian Precinct,50,79.02-50,557,35.19,,,,,4.95,,,,0,,,,0,0.87,0.75,0.84,,,,,,,16.7,,23.88,,,4.13,,,,,,,,,,,,,,55.3,
Majoritarian Precinct,60,79.02-60,495,34.4,,,,,4.81,,,,0,,,,0,0.73,0.8,0.58,,,,,,,5.86,,29.09,,,4.04,,,,,,,,,,,,,,58.59,
Majoritarian Precinct,73,79.02-73,466,30.88,,,,,6.24,,,,0,,,,0,0.65,0.84,0.49,,,,,,,6.65,,22.53,,,6.22,,,,,,,,,,,,,,63.52,
Majoritarian Precinct,29,79.03-29,462,31.88,,,,,5.52,,,,0,,,,0,0.59,0.8,0.59,,,,,,,9.09,5.41,19.05,,,7.36,,,,,,,,,,,,,,57.58,
Majoritarian Precinct,30,79.03-30,533,33.88,,,,,6.82,,,,0,,,,0,0.81,0.87,0.64,,,,,,,5.25,2.63,22.33,,,6.94,,,,,,,,,,,,,,61.54,
Majoritarian Precinct,32,79.03-32,538,36.6,,,,,4.44,,,,0,,,,0,0.79,0.91,0.55,,,,,,,28.81,0.56,21.19,,,7.62,,,,,,,,,,,,,,40.89,
Majoritarian Precinct,33,79.03-33,527,34.18,,,,,5.72,,,,0,,,,0,0.8,0.88,0.57,,,,,,,8.35,3.98,23.91,,,7.4,,,,,,,,,,,,,,55.98,
Majoritarian Precinct,35,79.03-35,497,33.49,,,,,4.05,,,,0,,,,0,0.7,0.78,0.64,,,,,,,9.66,5.84,23.54,,,8.25,,,,,,,,,,,,,,51.51,
Majoritarian Precinct,46,79.03-46,475,31.84,,,,,7.05,,,,0,,,,0,0.71,0.76,0.62,,,,,,,5.05,3.16,23.79,,,7.16,,,,,,,,,,,,,,60.21,
Majoritarian Precinct,56,79.03-56,497,35.35,,,,,7.45,,,,0,,,,0,0.78,0.75,0.7,,,,,,,9.86,3.42,24.55,,,7.44,,,,,,,,,,,,,,52.92,
Majoritarian Precinct,63,79.03-63,453,31.22,,,,,7.93,,,,0,,,,0,0.62,0.79,0.58,,,,,,,5.52,2.43,20.75,,,7.06,,,,,,,,,,,,,,62.91,
Majoritarian Precinct,71,79.03-71,369,34.45,,,,,3.66,,,,0,,,,0,0.59,0.59,0.36,,,,,,,9.21,7.59,26.83,,,9.76,,,,,,,,,,,,,,46.07,
Majoritarian Precinct,72,79.03-72,368,32.77,,,,,3.41,,,,0,,,,0,0.45,0.6,0.53,,,,,,,8.97,2.72,31.25,,,6.79,,,,,,,,,,,,,,48.64,
Majoritarian Precinct,74,79.03-74,308,28.28,,,,,9.94,,,,0,,,,0,0.49,0.56,0.32,,,,,,,6.82,3.9,25.32,,,7.79,,,,,,,,,,,,,,54.22,
Majoritarian Precinct,82,79.04-82,369,54.83,,,,,1.86,,,,0,,,,0,0.35,0.52,0.76,,,,,,,5.69,2.71,14.09,,,3.52,,,,,,,,,,,,,,62.33,
Majoritarian Precinct,83,79.04-83,361,39.67,,,,,4.75,,,,0,,,,0,0.6,0.57,0.36,,,,,,,3.6,10.25,11.08,,,4.71,,,,,,,,,,,,,,70.36,
Majoritarian Precinct,84,79.04-84,356,34.07,,,,,1.66,,,,0,,,,0,0.48,0.55,0.46,,,,,,,4.49,3.65,22.19,,,9.27,,,,,,,,,,,,,,58.99,
Majoritarian Precinct,85,79.04-85,550,42.87,,,,,1.96,,,,0,,,,0,0.92,0.64,0.83,,,,,,,6.55,1.64,26.55,,,4.0,,,,,,,,,,,,,,60.91,
Majoritarian Precinct,86,79.04-86,446,45.56,,,,,1.55,,,,0,,,,0,0.67,0.63,0.57,,,,,,,8.97,2.47,23.99,,,6.95,,,,,,,,,,,,,,57.4,
Majoritarian Precinct,87,79.04-87,494,33.95,,,,,3.7,,,,0,,,,0,0.83,0.62,0.71,,,,,,,13.16,1.62,25.51,,,9.11,,,,,,,,,,,,,,50.2,
Majoritarian Precinct,93,79.04-93,404,42.66,,,,,1.94,,,,0,,,,0,0.66,0.55,0.49,,,,,,,14.36,2.23,18.32,,,8.42,,,,,,,,,,,,,,56.68,
Majoritarian Precinct,94,79.04-94,622,40.28,,,,,3.42,,,,0,,,,0,1.13,0.79,0.76,,,,,,,9.16,2.73,29.9,,,8.2,,,,,,,,,,,,,,49.68,
Majoritarian Precinct,95,79.04-95,608,42.31,,,,,4.4,,,,0,,,,0,0.9,0.9,0.84,,,,,,,5.1,1.81,21.22,,,3.95,,,,,,,,,,,,,,67.6,
Majoritarian Precinct,99,79.04-99,549,39.27,,,,,4.02,,,,0,,,,0,0.89,0.61,0.98,,,,,,,12.57,1.27,24.59,,,3.28,,,,,,,,,,,,,,56.83,
Majoritarian Precinct,101,79.04-101,255,31.8,,,,,3.04,,,,0,,,,0,0.4,0.36,0.33,,,,,,,7.45,3.14,27.06,,,10.59,,,,,,,,,,,,,,50.59,
Majoritarian Precinct,24,79.05-24,472,30.65,,,,,5.03,,,,0,,,,0,0.72,0.81,0.46,,,,,,,8.47,,30.08,,,7.84,,,,,,,,,,,,,,52.75,
Majoritarian Precinct,25,79.05-25,432,29.75,,,,,4.85,,,,0,,,,0,0.77,0.61,0.47,,,,,,,10.65,,30.56,,,8.8,,,,,,,,,,,,,,49.07,
Majoritarian Precinct,26,79.05-26,508,33.29,,,,,3.79,,,,0,,,,0,0.65,0.82,0.69,,,,,,,8.66,,42.72,,,6.3,,,,,,,,,,,,,,41.93,
Majoritarian Precinct,27,79.05-27,492,33.42,,,,,4.09,,,,0,,,,0,0.8,0.69,0.63,,,,,,,7.32,,23.58,,,8.74,,,,,,,,,,,,,,58.33,
Majoritarian Precinct,28,79.05-28,425,32.54,,,,,4.06,,,,0,,,,0,0.64,0.74,0.38,,,,,,,8.94,,26.82,,,5.18,,,,,,,,,,,,,,57.18,
Majoritarian Precinct,44,79.05-44,439,28.02,,,,,5.59,,,,0,,,,0,0.72,0.64,0.56,,,,,,,12.98,,28.02,,,9.11,,,,,,,,,,,,,,48.75,
Majoritarian Precinct,55,79.05-55,458,32.1,,,,,6.91,,,,0,,,,0,0.83,0.73,0.41,,,,,,,7.21,,29.26,,,7.21,,,,,,,,,,,,,,55.02,
Majoritarian Precinct,61,79.05-61,359,28.38,,,,,4.27,,,,0,,,,0,0.6,0.54,0.39,,,,,,,8.64,,33.98,,,7.52,,,,,,,,,,,,,,48.19,
Majoritarian Precinct,62,79.05-62,430,30.15,,,,,5.29,,,,0,,,,0,0.74,0.68,0.41,,,,,,,8.84,,27.91,,,7.91,,,,,,,,,,,,,,54.19,
Majoritarian Precinct,64,79.05-64,385,25.21,,,,,5.41,,,,0,,,,0,0.5,0.7,0.43,,,,,,,6.75,,24.42,,,9.35,,,,,,,,,,,,,,58.18,
Majoritarian Precinct,103,79.05-103,421,29.16,,,,,3.44,,,,0,,,,0,0.62,0.66,0.5,,,,,,,10.93,,31.12,,,4.28,,,,,,,,,,,,,,51.54,
Majoritarian Precinct,1,79.06-1,390,30.14,,,,,5.8,,,,0,,,,0,0.6,0.63,0.46,,,,,,,12.56,,22.05,,,7.18,,,,,,,,,,,,,,56.15,
Majoritarian Precinct,2,79.06-2,426,33.28,,,,,6.99,,,,0,,,,0,0.46,0.85,0.52,,,,,,,10.09,,24.88,,,7.98,,,,,,,,,,,,,,56.1,
Majoritarian Precinct,3,79.06-3,373,24.82,,,,,7.67,,,,0,,,,0,0.57,0.68,0.36,,,,,,,9.92,,30.83,,,10.46,,,,,,,,,,,,,,47.19,
Majoritarian Precinct,7,79.06-7,422,37.02,,,,,7.05,,,,0,,,,0,0.61,0.74,0.47,,,,,,,17.54,,14.93,,,9.95,,,,,,,,,,,,,,56.16,
Majoritarian Precinct,8,79.06-8,386,33.54,,,,,7.21,,,,0,,,,0,0.43,0.77,0.46,,,,,,,8.29,,17.62,,,9.84,,,,,,,,,,,,,,59.59,
Majoritarian Precinct,9,79.06-9,439,33.98,,,,,6.99,,,,0,,,,0,0.6,0.78,0.53,,,,,,,6.83,,19.82,,,8.2,,,,,,,,,,,,,,64.01,
Majoritarian Precinct,34,79.06-34,437,28.69,,,,,5.82,,,,0,,,,0,0.6,0.71,0.59,,,,,,,9.15,,28.83,,,6.18,,,,,,,,,,,,,,54.46,
Majoritarian Precinct,48,79.06-48,389,26.14,,,,,5.58,,,,0,,,,0,0.59,0.6,0.5,,,,,,,9.77,,21.85,,,7.46,,,,,,,,,,,,,,59.38,
Majoritarian Precinct,51,79.06-51,442,32.12,,,,,6.75,,,,0,,,,0,0.53,0.85,0.51,,,,,,,12.44,,25.11,,,6.33,,,,,,,,,,,,,,56.11,
Majoritarian Precinct,66,79.06-66,341,30.31,,,,,4.48,,,,0,,,,0,0.39,0.64,0.41,,,,,,,12.32,,20.82,,,5.28,,,,,,,,,,,,,,59.82,
Majoritarian Precinct,70,79.06-70,260,36.21,,,,,7.8,,,,0,,,,0,0.42,0.43,0.29,,,,,,,8.08,,23.85,,,5.77,,,,,,,,,,,,,,59.23,
Majoritarian Precinct,6,79.07-6,535,38.08,,,,,5.31,,,,0,,,,0,0.63,0.95,0.72,,,,,,,4.3,,17.2,,,7.66,,,,,,,,,,,,,,60.56,8.6
Majoritarian Precinct,10,79.07-10,538,35.14,,,,,4.1,,,,0,,,,0,0.75,0.95,0.54,,,,,,,6.13,,20.45,,,8.55,,,,,,,,,,,,,,59.48,3.72
Majoritarian Precinct,12,79.07-12,454,31.35,,,,,6.78,,,,0,,,,0,0.67,0.8,0.48,,,,,,,6.39,,24.01,,,7.71,,,,,,,,,,,,,,55.29,5.07
Majoritarian Precinct,13,79.07-13,479,31.41,,,,,8.76,,,,0,,,,0,0.76,0.76,0.64,,,,,,,6.47,,19.21,,,12.53,,,,,,,,,,,,,,55.74,4.8
Majoritarian Precinct,14,79.07-14,499,35.12,,,,,7.25,,,,0,,,,0,0.73,0.91,0.51,,,,,,,5.61,,25.05,,,6.41,,,,,,,,,,,,,,57.72,5.01
Majoritarian Precinct,49,79.07-49,508,34.21,,,,,6.96,,,,0,,,,0,0.61,0.92,0.68,,,,,,,6.69,,20.67,,,12.01,,,,,,,,,,,,,,55.12,4.92
Majoritarian Precinct,52,79.07-52,528,36.72,,,,,8.01,,,,0,,,,0,0.83,0.88,0.61,,,,,,,4.73,,15.34,,,10.42,,,,,,,,,,,,,,60.98,6.82
Majoritarian Precinct,53,79.07-53,517,36.74,,,,,4.44,,,,0,,,,0,0.98,0.77,0.42,,,,,,,5.22,,22.05,,,8.7,,,,,,,,,,,,,,57.64,5.8
Majoritarian Precinct,65,79.07-65,613,39.93,,,,,4.67,,,,0,,,,0,0.88,1.13,0.51,,,,,,,8.32,,21.53,,,6.2,,,,,,,,,,,,,,58.73,4.4
Majoritarian Precinct,11,79.08-11,505,32.86,,,,,5.61,,,,0,,,,0,0.76,0.89,0.47,,,,,,,11.09,4.55,20.59,,,7.92,,,,,,,,,,,,,,55.05,
Majoritarian Precinct,15,79.08-15,513,33.18,,,,,4.65,,,,0,,,,0,0.81,0.85,0.48,,,,,,,8.77,1.75,27.1,,,5.07,,,,,,,,,,,,,,56.34,
Majoritarian Precinct,16,79.08-16,638,42.42,,,,,3.48,,,,0,,,,0,0.95,1.08,0.6,,,,,,,10.97,3.29,17.08,,,5.02,,,,,,,,,,,,,,62.7,
Majoritarian Precinct,17,79.08-17,517,34.19,,,,,6.0,,,,0,,,,0,0.85,0.87,0.48,,,,,,,16.63,2.32,23.4,,,6.0,,,,,,,,,,,,,,49.9,
Majoritarian Precinct,18,79.08-18,506,32.25,,,,,4.71,,,,0,,,,0,0.83,0.8,0.52,,,,,,,11.26,4.15,22.53,,,8.3,,,,,,,,,,,,,,53.56,
Majoritarian Precinct,19,79.08-19,511,35.19,,,,,3.95,,,,0,,,,0,0.67,0.85,0.64,,,,,,,12.72,2.74,25.05,,,6.26,,,,,,,,,,,,,,52.05,
Majoritarian Precinct,31,79.08-31,404,26.35,,,,,7.55,,,,0,,,,0,0.59,0.65,0.57,,,,,,,8.66,1.49,21.04,,,10.15,,,,,,,,,,,,,,58.17,
Majoritarian Precinct,54,79.08-54,652,41.45,,,,,3.69,,,,0,,,,0,0.81,1.19,0.69,,,,,,,19.17,3.22,28.37,,,4.91,,,,,,,,,,,,,,43.1,
Majoritarian Precinct,68,79.08-68,601,38.62,,,,,3.99,,,,0,,,,0,0.81,1.02,0.69,,,,,,,12.31,3.49,24.46,,,8.99,,,,,,,,,,,,,,49.75,
Majoritarian Precinct,20,79.09-20,502,32.18,,,,,3.28,,,,0,,,,0,0.72,0.86,0.5,,,,,,,6.18,1.2,23.71,,,9.56,,,,,,,,,,,,,,43.82,14.54
Majoritarian Precinct,21,79.09-21,512,32.78,,,,,3.03,,,,0,,,,0,0.82,0.71,0.66,,,,,,,5.27,1.95,21.68,,,10.35,,,,,,,,,,,,,,41.02,17.58
Majoritarian Precinct,22,79.09-22,574,41.99,,,,,3.04,,,,0,,,,0,0.94,0.86,0.61,,,,,,,6.97,1.05,22.65,,,6.97,,,,,,,,,,,,,,49.3,12.02
Majoritarian Precinct,23,79.09-23,600,36.52,,,,,3.23,,,,0,,,,0,1.11,0.83,0.58,,,,,,,7.5,1.33,23.83,,,5.33,,,,,,,,,,,,,,37.33,24.17
Majoritarian Precinct,47,79.09-47,435,34.5,,,,,4.61,,,,0,,,,0,0.63,0.7,0.53,,,,,,,7.82,2.07,20.92,,,7.13,,,,,,,,,,,,,,54.02,6.67
Majoritarian Precinct,58,79.09-58,508,34.75,,,,,3.42,,,,0,,,,0,0.8,0.82,0.49,,,,,,,5.51,1.38,25.0,,,9.25,,,,,,,,,,,,,,46.85,11.61
Majoritarian Precinct,67,79.09-67,515,35.42,,,,,4.28,,,,0,,,,0,0.95,0.72,0.52,,,,,,,5.24,0.58,19.81,,,32.04,,,,,,,,,,,,,,36.12,5.63
Majoritarian Precinct,69,79.09-69,383,36.44,,,,,4.25,,,,0,,,,0,0.75,0.54,0.32,,,,,,,8.09,1.31,20.63,,,6.01,,,,,,,,,,,,,,47.26,15.67
